id,rle_mask
ced201b37c,
497e15ff3a,1 95 102 95 203 94 304 94 405 94 506 93 607 93 708 92 809 92 910 92 1011 92 1112 91 1213 91 1314 91 1415 91 1516 90 1617 90 1718 90 1819 90 1920 89 2021 89 2122 89 2223 88 2324 88 2425 88 2526 88 2627 87 2728 87 2829 86 2930 86 3031 86 3132 85 3233 84 3334 84 3435 83 3536 83 3637 82 3738 81 3839 81 3940 80 4041 80 4142 79 4243 79 4344 78 4445 78 4546 77 4647 76 4748 76 4849 75 4950 74 5051 74 5152 73 5253 72 5354 71 5455 71 5556 70 5657 70 5758 69 5861 67 5964 64 6067 62 6170 60 6273 57 6377 54 6480 52 6583 50 6686 47 6789 45 6891 44 6994 42 7096 40 7198 39 7300 38 7403 36 7505 35 7607 34 7709 33 7811 32 7914 30 8016 29 8118 28 8220 27 8322 26 8423 26 8526 24 8627 24 8729 23 8831 22 8932 22 9033 22 9135 21 9236 21 9338 19 9439 19 9540 19 9641 19 9742 19 9843 19 9944 18 10045 18 10146 18
876a7537a1,24 78 125 78 226 78 328 77 430 76 531 76 633 75 735 74 837 73 939 72 1041 71 1144 69 1247 67 1350 65 1453 63 1556 61 1659 59 1762 57 1864 56 1967 54 2069 53 2171 52 2272 52 2374 51 2475 51 2577 50 2678 50 2780 49 2882 48 2984 47 3086 46 3187 46 3290 44 3391 44 3493 43 3595 42 3697 41 3799 40 3900 40 4002 39 4104 38 4206 37 4308 36 4409 36 4511 35 4613 34 4715 33 4817 32 4919 31 5021 30 5122 30 5224 29 5326 28 5427 28 5529 27 5630 27 5732 26 5833 26 5935 25 6036 25 6137 25 6239 24 6340 24 6441 24 6542 24 6643 24 6743 25 6844 25 6945 25 7045 26 7146 26 7247 26 7348 26 7449 26 7551 25 7653 24 7754 24 7856 23 7958 22 8060 21 8162 20 8265 18 8367 17 8469 16 8571 15 8673 14 8775 13 8877 12 8979 11 9081 10 9182 10 9284 9 9386 8 9487 8 9588 8 9689 8 9791 7 9892 7 9993 7 10094 7 10195 7
8a588ad1c0,
9e0f3ef394,1 80 102 79 203 79 304 78 405 77 506 75 607 74 708 72 809 71 910 70 1011 69 1112 68 1213 68 1314 67 1415 66 1516 66 1617 65 1718 65 1819 64 1920 64 2021 64 2122 63 2223 63 2324 63 2425 63 2526 63 2627 63 2728 63 2829 63 2930 63 3031 64 3132 64 3233 64 3334 65 3435 65 3536 65 3637 65 3738 66 3839 66 3940 66 4041 66 4142 66 4243 66 4344 66 4445 66 4546 66 4647 66 4748 65 4849 65 4950 65 5051 64 5152 64 5253 64 5354 63 5455 63 5556 63 5657 63 5758 63 5859 63 5960 62 6061 62 6162 63 6263 63 6364 63 6465 64 6566 65 6667 66 6768 67 6869 68 6970 69 7071 70 7172 71 7273 72 7374 73 7475 74 7576 75 7677 76 7778 77 7879 78 7980 79 8081 80 8182 81 8283 82 8384 83 8485 84 8586 85 8687 87 8788 87 8889 88 8990 89 9091 90 9192 90 9293 91 9394 92 9495 93 9596 93 9697 94 9798 95 9899 95 10000 96 10101 96
70b7e1c459,
ae1849dbec,1 11 102 11 203 11 304 12 405 13 506 13 607 14 708 15 809 15 910 16 1011 16 1112 17 1213 17 1314 18 1415 18 1516 19 1617 19 1718 20 1819 20 1920 21 2021 22 2122 23 2223 24 2324 25 2425 27 2526 28 2627 29 2728 31 2829 32 2930 33 3031 34 3132 35 3233 37 3334 38 3435 40 3536 41 3637 43 3738 44 3839 46 3940 47 4041 48 4142 49 4243 50 4344 51 4445 51 4546 52 4647 53 4748 53 4849 53 4950 54 5051 54 5152 54 5253 54 5354 54 5455 55 5556 55 5657 55 5758 56 5859 56 5960 56 6061 57 6162 58 6263 59 6364 60 6465 60 6566 61 6667 62 6768 63 6873 59 6977 57 7080 55 7183 54 7287 51 7390 49 7492 49 7595 47 7698 45 7801 43 7904 42 8006 41 8109 39 8213 36 8316 34 8419 32 8523 29 8627 25 8731 21 8835 17 8939 12
2a9f891518,
5b5b4e2805,
7ca8574a96,78 24 179 24 280 24 382 23 484 22 585 22 687 21 789 20 890 20 992 19 1093 19 1195 18 1296 18 1398 17 1500 16 1601 16 1703 15 1805 14 1906 14 2008 13 2110 12 2212 11 2314 10 2416 9 2518 8 2619 8 2721 7 2823 6 2925 5 3027 4 3129 3
f21090dacd,6304 2 6403 8 6503 9 6606 7 6708 6 6809 6 6911 4 7013 3 7115 1 7216 1 7317 2 7418 1 7477 1 7479 1 7483 1 7578 1 7580 5 7681 5 7721 1 7782 5 7819 1 7822 3 7883 6 7919 8 7985 5 8020 8 8087 4 8122 8 8188 4 8223 8 8289 3 8327 3 8390 3 8430 1 8491 3 8592 3 9093 1 9095 3 9194 5 9295 5 9396 6 9496 8 9597 9 9698 9 9800 7 9899 9 10001 8 10102 7
37247922ec,3 32 103 33 203 35 304 36 405 38 506 38 607 39 708 39 809 40 910 40 1011 41 1112 41 1213 41 1314 42 1415 42 1516 42 1617 42 1718 42 1819 42 1920 42 2021 41 2122 41 2223 41 2324 41 2425 40 2526 40 2627 40 2728 40 2829 40 2930 40 3031 40 3132 40 3233 40 3334 40 3435 40 3536 40 3637 40 3738 40 3839 41 3940 41 4041 42 4142 42 4243 42 4344 43 4445 43 4546 43 4647 43 4748 43 4849 42 4950 41 5051 41 5152 41 5253 40 5354 40 5455 40 5556 39 5657 38 5758 38 5859 37 5960 36 6061 35 6162 35 6263 34 6364 33 6465 33 6566 32 6667 30 6768 29 6869 27 6970 26 7071 24 7172 22 7273 21 7374 19 7477 16 7578 2 7585 8 7689 3
951cf62d3d,
51d523930b,4546 1 4647 4 4748 5 4849 7 4950 8 5051 9 5152 11 5253 12 5354 13 5455 14 5556 16 5657 17 5758 18 5859 19 5960 21 6061 22 6162 23 6263 24 6364 25 6465 27 6566 28 6667 30 6768 31 6869 33 6970 36 7071 39 7172 42 7273 45 7374 48 7475 51 7576 54 7677 56 7778 59 7879 60 7980 62 8081 63 8182 65 8283 66 8384 67 8485 69 8586 70 8687 71 8788 72 8889 73 8990 74 9091 75 9192 75 9293 76 9394 77 9495 77 9596 78 9697 79 9798 80 9899 80 10000 82 10101 81
6e166d6284,1 7971 7977 84 8081 74 8182 68 8283 60 8384 53 8485 47 8586 43 8687 36 8788 31 8889 25 8990 21 9091 16 9192 13 9293 9 9394 5
0f074f459b,63 39 164 39 265 39 366 39 467 39 569 38 670 38 771 38 872 38 973 38 1074 38 1175 38 1276 38 1377 38 1477 39 1578 39 1678 40 1779 40 1879 41 1979 42 2080 42 2180 43 2280 44 2380 45 2480 46 2580 47 2680 48 2781 48 2881 49 2982 49 3083 49 3185 48 3286 48 3389 46 3491 45 3593 44 3696 42 3800 39 3904 36 4007 34 4110 32 4213 30 4316 28 4419 26 4521 25 4623 24 4726 22 4827 22 4929 21 5031 20 5132 20 5233 20 5334 20 5435 20 5536 20 5637 20 5738 20 5839 20 5940 20 6040 21 6141 21 6241 22 6342 22 6442 23 6542 24 6642 25 6742 26 6842 27 6942 28 7043 28 7142 30 7243 30 7343 31 7443 32 7543 33 7643 34 7742 36 7842 37 7941 39 8040 41 8138 44 8236 47 8334 50 8432 53 8530 56 8629 58 8728 60 8828 61 8928 62 9029 62 9130 62 9231 62 9333 61 9435 60 9537 59 9638 59 9740 58 9842 57 9943 57 10045 56 10146 56
bb326ec0a8,1 35 102 35 203 35 304 34 405 33 506 31 607 29 708 27 809 24 910 21 1011 18 1112 15 1213 12 1314 9 1415 7 1516 4
f01ac1723f,1007 4 1107 5 1207 6 1306 8 1406 9 1505 11 1604 13 1703 15 1802 17 1900 20 1998 23 2096 26 2194 29 2292 32 2390 35 2489 37 2588 39 2687 41 2786 43 2886 44 2985 46 3085 47 3184 49 3284 50 3383 52 3482 54 3582 55 3681 57 3781 58 3880 60 3980 61 4080 62 4179 64 4280 64 4380 65 4480 66 4580 67 4680 68 4781 68 4881 69 4982 69 5082 70 5182 71 5282 72 5383 72 5483 73 5582 75 5682 76 5782 77 5881 79 5980 81 6080 82 6179 84 6279 85 6379 86 6479 87 6579 88 6679 89 6779 90 6880 90 6980 91 7080 92 7181 92 7282 92 7383 92 7484 92 7585 92 7685 93 7786 93 7887 93 7987 94 8088 94 8188 95 8289 95 8389 96 8489 97 8589 98 8688 1514
dfee9e4bab,55 47 155 48 255 49 354 51 454 52 553 54 652 56 751 58 849 61 947 64 1044 68 1141 72 1237 77 1334 81 1431 85 1529 88 1626 92 1724 95 1822 3210 5051 60 5152 48 5253 37 5354 20 5455 11 5556 4
d0fa5460a9,
30feec0e78,
a61b2d8fd3,708 4 809 6 910 11 1011 16 1112 23 1213 27 1314 30 1415 33 1516 36 1617 38 1718 40 1819 41 1920 43 2021 44 2122 46 2223 47 2324 48 2425 50 2526 51 2627 53 2728 55 2829 58 2930 60 3031 62 3132 64 3233 66 3334 68 3435 70 3536 73 3637 75 3738 79 3839 85 3940 6262
f653451c51,4140 2 4239 4 4338 6 4437 8 4536 10 4635 12 4733 15 4832 17 4931 19 5030 21 5128 24 5227 26 5327 27 5426 29 5525 31 5625 32 5724 34 5824 35 5924 36 6023 38 6123 39 6223 40 6323 41 6422 43 6522 44 6622 45 6721 47 6821 48 6921 49 7021 50 7121 51 7220 53 7320 54 7420 55 7519 57 7618 59 7717 61 7816 63 7915 65 8013 68 8112 70 8211 72 8311 73 8410 75 8510 76 8610 77 8710 78 8811 78 8911 79 9011 80 9111 81 9211 82 9312 82 9412 83 9512 84 9612 85 9712 86 9812 87 9912 88 10013 88 10113 89
3739ae2d77,77 10 178 10 277 16 373 30 404 1 473 31 505 1 572 35 673 35 774 35 874 36 975 36 1076 36 1178 35 1280 34 1382 33 1485 31 1587 30 1689 29 1792 27 1895 25 1999 22 2102 20 2206 7 2215 8 2318 4 2323 1
523c5d756a,1 84 102 83 203 83 304 81 405 79 506 74 607 65 708 56 809 49 910 43 1011 36 1112 33 1213 30 1314 28 1415 26 1516 25 1617 22 1718 20 1819 18 1920 15 2021 12 2122 9 2223 6 2324 3
1409ddabbf,
056d7bd8cd,88 14 188 15 289 15 389 16 490 16 590 17 690 18 791 18 891 19 991 20 1091 21 1191 22 1291 23 1391 24 1491 25 1591 26 1691 27 1791 28 1891 29 1991 30 2092 30 2192 31 2293 31 2393 32 2494 32 2594 33 2694 34 2795 34 2896 34 2996 35 3096 36 3197 36 3298 36 3398 37 3499 37 3600 37 3700 38 3801 38 3902 38 4002 39 4103 39 4203 40 4304 40 4404 41 4504 42 4605 42 4705 43 4805 44 4906 44 5006 45 5106 46 5207 46 5308 46 5408 47 5509 47 5610 47 5710 48 5811 48 5912 48 6013 48 6113 49 6214 49 6315 49 6415 50 6516 50 6617 50 6718 50 6819 50 6920 50 7021 50 7122 50 7223 50 7325 49 7427 48 7528 48 7630 47 7732 46 7834 45 7936 44 8039 42 8141 41 8243 40 8346 38 8448 37 8550 36 8653 34 8755 33 8858 31 8961 29 9063 28 9166 26 9270 23 9373 21 9475 20 9578 18 9681 16 9783 15 9886 13 9988 12 10089 12 10191 11
7987e0e0c2,
29db281c47,2324 11 2425 16 2526 21 2627 27 2728 32 2829 35 2930 38 3031 41 3132 43 3233 46 3334 49 3435 51 3536 54 3637 57 3738 60 3839 62 3940 65 4041 69 4142 73 4243 78 4344 87 4445 5757
a922b44416,
f74beabd47,
df2ecb632f,
0460ed00e4,1617 4 1718 6 1819 42 1920 55 2021 61 2122 64 2223 67 2324 69 2425 72 2526 76 2627 81 2728 202 2935 96 3041 91 3146 87 3250 84 3355 80 3459 77 3564 73 3668 70 3772 67 3876 64 3979 62 4082 60 4185 58 4287 57 4389 56 4490 56 4592 55 4694 54 4796 53 4898 52 5000 51 5102 50 5204 49 5307 47 5409 46 5512 44 5614 43 5717 41 5820 39 5923 37 6025 36 6128 34 6231 32 6334 30 6437 28 6540 26 6643 24 6746 22 6849 20 6951 19 7054 17 7156 16 7259 14 7361 13 7463 12 7565 11 7667 10 7769 9 7871 8 7972 8 8075 6 8176 6 8278 5 8380 4 8483 2
e61d98500a,1 1919 1921 100 2022 100 2124 99 2226 98 2327 98 2429 97 2531 96 2632 96 2733 96 2834 96 2936 95 3038 94 3139 94 3241 93 3343 92 3444 92 3547 90 3648 90 3751 88 3852 88 3954 87 4056 86 4158 85 4259 85 4361 84 4462 84 4563 84 4665 83 4766 83 4867 83 4968 83 5069 83 5169 84 5270 84 5371 84 5472 84 5573 84 5674 84 5775 84 5876 84 5977 84 6078 84 6179 84 6281 83 6382 83 6483 83 6584 83 6685 83 6786 83 6887 83 6988 83 7089 83 7190 83 7291 83 7392 83 7493 83 7593 84 7694 84 7795 84 7896 84 7997 84 8098 84 8199 84 8299 85 8400 85 8501 85 8601 86 8702 86 8802 87 8903 87 9003 88 9104 88 9204 89 9305 89 9405 90 9505 91 9606 91 9706 92 9806 93 9906 94 10007 94 10108 94
9106efa654,5138 14 5216 37 5307 47 5405 50 5503 53 5603 54 5702 56 5802 57 5902 58 6003 58 6103 59 6203 60 6304 60 6404 61 6504 62 6605 62 6706 62 6806 63 6907 63 7008 63 7108 64 7209 64 7310 64 7412 63 7513 63 7614 63 7716 62 7817 62 7918 62 8020 61 8121 61 8223 60 8324 60 8426 59 8528 58 8629 58 8731 57 8833 56 8934 56 9036 55 9138 54 9240 53 9342 52 9443 52 9545 51 9647 50 9748 50 9850 49 9952 48 10053 48 10154 48
97cb7b1d6a,1 2119 2122 97 2223 96 2324 96 2425 95 2526 95 2627 94 2728 94 2829 93 2930 93 3031 92 3132 92 3233 91 3334 91 3435 90 3536 90 3637 90 3738 90 3839 89 3940 89 4041 89 4142 89 4243 89 4344 88 4445 88 4546 88 4647 88 4748 88 4849 88 4950 88 5051 88 5152 88 5253 88 5354 88 5455 88 5556 88 5657 88 5758 87 5859 87 5960 86 6061 85 6162 84 6263 84 6364 83 6465 82 6566 81 6667 79 6768 78 6869 77 6970 76 7071 75 7172 74 7273 73 7374 72 7475 71 7576 70 7677 69 7778 69 7879 68 7980 67 8081 66 8182 66 8283 65 8384 64 8485 62 8586 60 8687 58 8788 55 8889 53 8990 51 9091 50 9192 49 9293 48 9394 47 9495 47 9596 46 9697 46 9798 46 9899 45 10000 45 10101 45
3d4093dcdb,
7a8d800e83,1 39 102 39 203 39 304 39 405 40 506 40 607 41 708 41 809 42 910 43 1011 43 1112 44 1213 45 1314 45 1415 46 1516 46 1617 47 1718 47 1819 47 1920 48 2021 48 2122 48 2223 48 2324 49 2425 49 2526 49 2627 49 2728 49 2829 50 2930 50 3031 50 3132 50 3233 51 3334 51 3435 51 3536 51 3637 52 3738 52 3839 52 3940 53 4041 53 4142 54 4243 55 4344 55 4445 55 4546 56 4647 56 4748 57 4849 58 4950 58 5051 59 5152 60 5253 61 5354 61 5455 62 5556 63 5657 64 5758 64 5859 65 5960 66 6061 67 6162 67 6263 68 6364 68 6465 69 6566 69 6667 70 6768 70 6869 71 6970 71 7071 71 7172 72 7273 72 7374 72 7475 72 7576 73 7677 73 7778 74 7879 74 7980 75 8081 75 8182 76 8283 76 8384 77 8485 78 8586 79 8687 80 8788 81 8889 83 8990 84 9091 85 9192 87 9293 88 9394 90 9495 92 9596 94 9697 96 9798 98 9899 302
14f25502c5,1 7512 7525 5 7532 76 7639 38 7678 16 7748 4 7755 2 7762 3 7767 11 7780 12 7882 6 7984 2
a31d85fa70,71 31 172 31 273 31 375 30 476 30 578 29 680 28 781 28 883 27 985 26 1087 25 1189 24 1291 23 1393 22 1495 21 1597 20 1699 19 1801 18 1903 17 2005 16 2106 16 2208 15 2309 15 2411 14 2512 14 2613 14 2713 15 2814 15 2914 16 3015 16 3115 17 3215 18 3315 19 3415 20 3515 21 3615 22 3714 24 3814 25 3914 26 4014 27 4114 28 4214 29 4314 30 4414 31 4514 32 4614 33 4714 34 4815 34 4915 35 5016 35 5116 36 5217 36 5318 36 5419 36 5520 36 5621 36 5721 37 5822 37 5923 37 6024 37 6126 36 6227 36 6330 34 6433 32 6539 27 6649 18 6758 10 6863 6 6967 3
defb3d4896,5555 1 5654 3 5753 5 5852 7 5950 10 6049 12 6148 14 6246 17 6345 19 6443 22 6542 24 6641 26 6740 28 6840 29 6939 31 7039 32 7139 33 7239 34 7340 34 7442 33 7543 33 7645 32 7748 30 7850 29 7953 27 8056 25 8159 23 8262 21 8366 18 8469 16 8573 13 8677 10 8780 8 8884 5 8987 3
736e3874c8,
9c4cf9f5f1,7036 4 7131 15 7228 23 7270 3 7327 32 7367 7 7426 49 7526 50 7626 51 7726 52 7827 52 7927 53 8029 52 8130 52 8232 51 8334 50 8436 49 8539 47 8641 46 8744 44 8847 42 8950 40 9054 37 9158 34 9261 32 9364 30 9467 28 9570 26 9673 24 9775 23 9877 22 9980 20 10081 20 10182 20
af3e29f617,51 51 152 51 253 51 354 51 455 51 556 51 657 51 758 51 859 51 960 51 1061 51 1162 51 1264 50 1365 50 1466 50 1568 49 1670 48 1771 48 1873 47 1975 46 2076 46 2177 46 2279 45 2380 45 2481 45 2583 44 2684 44 2784 45 2885 45 2986 45 3087 45 3187 46 3288 46 3389 46 3490 46 3591 46 3692 46 3793 46 3894 46 3995 46 4096 46 4197 46 4298 46 4399 46 4500 46 4601 46 4702 46 4803 46 4903 47 5004 47 5105 47 5206 47 5307 47 5408 47 5508 48 5609 48 5710 48 5811 48 5912 48 6014 47 6115 47 6217 46 6318 46 6420 45 6522 44 6623 44 6724 44 6826 43 6927 43 7029 42 7130 42 7231 42 7333 41 7434 41 7536 40 7637 40 7738 40 7840 39 7941 39 8043 38 8144 38 8246 37 8347 37 8449 36 8552 34 8655 32 8760 28 8868 21 8974 16 9078 13 9181 11 9283 10 9385 9 9487 8 9589 7 9691 6 9792 6 9893 6 9995 5 10096 5 10197 4
132e1081a7,6215 11 6310 27 6405 39 6501 50 6597 70 6691 77 6787 82 6884 86 6982 89 7080 92 7179 94 7278 96 7376 2826
06c19e4c07,30 72 131 72 232 72 333 72 434 72 535 72 636 72 736 73 837 73 938 73 1039 73 1139 74 1240 74 1341 74 1442 74 1543 74 1643 75 1744 75 1845 75 1945 76 2046 76 2147 76 2248 76 2348 77 2449 77 2549 78 2650 78 2750 79 2851 79 2951 80 3051 81 3151 82 3251 83 3351 84 3450 86 3550 87 3650 88 3749 90 3849 91 3949 92 4049 93 4148 95 4248 96 4348 97 4448 98 4547 2315 6869 90 6970 85 7071 80 7172 77 7273 75 7374 72 7475 70 7576 68 7677 66 7778 65 7879 63 7980 62 8081 61 8182 59 8283 58 8384 57 8485 55 8586 54 8687 53 8788 52 8889 51 8990 51 9091 50 9192 50 9293 49 9394 49 9495 48 9596 48 9697 48 9798 47 9899 47 10000 47 10101 47
e4dbcffde6,
7bf748aa2b,40 62 141 62 241 63 341 64 442 64 543 64 643 65 744 65 844 66 945 66 1046 66 1147 66 1248 66 1349 66 1450 66 1551 66 1652 66 1753 66 1854 66 1955 66 2056 66 2157 66 2258 66 2359 66 2460 66 2562 65 2664 64 2765 64 2867 63 2969 62 3071 61 3173 60 3275 59 3377 58 3478 58 3580 57 3682 56 3784 55 3886 54 3989 52 4091 51 4193 50 4294 50 4396 49 4498 48 4599 48 4700 48 4801 48 4902 48 5002 49 5103 49 5203 50 5303 51 5403 52 5504 52 5604 53 5704 54 5804 55 5905 55 6005 56 6106 56 6207 56 6308 56 6409 56 6510 56 6611 56 6712 56 6814 55 6915 55 7016 55 7117 55 7218 55 7319 55 7419 56 7520 56 7620 57 7721 57 7821 58 7921 59 8022 59 8122 60 8222 61 8322 62 8423 62 8524 62 8624 63 8725 63 8826 63 8927 63 9028 63 9129 63 9230 63 9331 63 9432 63 9533 63 9634 63 9735 63 9836 63 9937 63 10038 63 10139 63
59f0bb402e,
187fa49f49,
92c6b79a7c,34 68 135 68 235 69 336 69 437 69 538 69 638 70 739 70 840 70 941 70 1042 70 1143 70 1243 71 1344 71 1445 71 1545 72 1646 72 1747 72 1848 72 1948 73 2049 73 2150 73 2251 73 2352 73 2454 72 2555 72 2657 71 2759 70 2861 69 2963 68 3066 66 3169 64 3273 61 3377 58 3480 56 3584 53 3686 52 3788 51 3890 50 3992 49 4094 48 4195 48 4297 47 4398 47 4499 47 4601 46 4702 46 4803 46 4904 46 5005 46 5106 46 5207 46 5309 45 5410 45 5511 45 5613 44 5714 44 5815 44 5916 44 6017 44 6119 43 6220 43 6321 43 6422 43 6523 43 6623 44 6724 44 6825 44 6925 45 7025 46 7126 46 7226 47 7326 48 7426 49 7527 49 7627 50 7728 50 7828 51 7929 51 8030 51 8130 52 8231 52 8332 52 8433 52 8533 53 8634 53 8734 54 8834 55 8935 55 9035 56 9134 58 9234 59 9334 60 9433 62 9533 63 9632 65 9731 67 9829 70 9928 72 10029 72 10129 73
ba3558504f,1 4444 4446 100 4547 100 4660 88 4763 86 4866 84 4969 82 5073 79 5176 31 5215 38 5286 3 5290 4 5322 28 5352 2 5432 12
5bef437307,21 46 72 30 120 83 220 84 319 86 419 87 519 88 619 89 718 91 812 2 817 93 911 8382 9294 24 9329 65 9396 18 9438 57 9498 12 9541 55 9643 45 9746 41 9848 39 9952 34 10052 36 10157 31
bb5953d161,8083 1 8182 1 8184 1 8283 1 8285 1 8384 1 8386 1 8485 1 8487 1 8586 3 8687 3 8788 4 8889 4 8990 5 9091 5 9192 6 9293 6 9394 7 9495 7 9596 7 9697 7 9798 7 9899 7 10000 7 10101 6
92165511b1,
a3b2bb97ac,1 4545 4548 99 4651 97 4753 96 4855 95 4958 93 5060 92 5162 91 5264 90 5366 89 5468 88 5571 86 5673 85 5775 84 5877 83 5980 81 6083 79 6186 77 6289 75 6392 73 6495 71 6599 68 6702 66 6805 64 6909 61 7013 58 7117 55 7221 52 7326 48 7431 44 7536 40 7641 36 7744 34 7848 31 7951 29 8055 26 8161 21 8268 15 8373 11 8478 5 8484 1
864ed26714,8889 1 8990 6 9091 12 9192 19 9293 28 9394 56 9495 62 9596 67 9697 71 9798 75 9899 77 10000 79 10101 79
dddfb6085f,
4397a2b3fb,1670 23 1735 20 1765 54 1832 88 1929 92 2028 94 2127 96 2226 98 2326 7876
3f12023654,
f83756c308,3637 4 3738 8 3839 11 3940 15 4041 18 4142 21 4243 25 4344 29 4445 33 4546 38 4647 46 4748 58 4849 65 4950 71 5051 75 5152 79 5253 82 5354 85 5455 87 5556 89 5657 91 5758 94 5859 96 5960 4242
c175c77179,
4c7f5de583,809 2 910 3 1011 4 1112 4 1213 5 1314 6 1415 7 1516 8 1617 9 1718 10 1819 11 1920 12 2021 13 2122 14 2223 14 2324 15 2425 15 2526 15 2627 15 2728 16 2829 16 2930 16 3031 16 3132 16 3233 16 3334 16 3435 16 3536 16 3637 16 3738 16 3839 15 3940 15 4041 15 4142 15 4243 15 4344 15 4445 15 4546 15 4647 15 4748 15 4849 15 4950 15 5051 15 5152 15 5253 14 5354 14 5455 13 5556 12 5657 11 5758 10 5859 9 5960 7 6061 7 6162 6 6263 5 6364 4 6465 4 6566 3
435f2841d7,
3606ccb4e2,2122 4 2223 8 2324 14 2425 21 2526 27 2627 34 2728 41 2829 45 2930 50 3031 54 3132 62 3233 70 3334 75 3435 81 3536 90 3637 95 3738 6464
07e73a3201,909 1 1006 5 1103 9 1201 12 1298 16 1395 20 1492 24 1590 27 1687 31 1785 34 1882 38 1979 42 2077 45 2175 48 2274 50 2373 52 2473 53 2572 55 2672 56 2772 57 2871 59 2971 60 3070 62 3170 63 3269 65 3368 67 3467 69 3565 72 3664 74 3762 77 3861 79 3959 82 4058 84 4157 86 4256 88 4355 90 4454 92 4553 94 4653 95 4753 96 4853 97 4953 98 5053 2321 7377 98 7480 96 7583 94 7684 94 7787 92 7888 92 7990 91 8092 90 8194 89 8296 88 8397 88 8499 87 8601 86 8704 84 8806 83 8910 80 9013 78 9116 76 9220 73 9323 71 9427 68 9530 66 9633 64 9735 63 9837 62 9940 60 10041 60 10143 59
80b7b5c6f6,
ad972c7127,
341da65aac,4344 7 4445 32 4546 53 4647 59 4748 63 4849 66 4950 71 5051 75 5152 80 5253 83 5354 85 5455 87 5556 89 5657 91 5758 93 5859 97 5960 3433 9394 97 9495 96 9596 96 9697 95 9798 94 9899 94 10000 94 10101 93
51a67d4268,83 19 183 20 284 20 385 20 485 21 586 21 687 21 788 21 889 21 990 21 1091 21 1193 20 1294 20 1395 20 1496 20 1597 20 1698 20 1799 20 1900 20 2001 20 2103 19 2204 19 2305 19 2406 19 2507 19 2609 18 2710 18 2811 18 2912 18 3013 18 3114 18 3215 18 3316 18 3418 17 3519 17 3620 17 3721 17 3822 17 3923 17 4024 17 4125 17 4226 17 4327 17 4428 17 4529 17 4630 17 4731 17 4832 17 4933 17 5034 17 5135 17 5236 17 5337 17 5438 17 5538 18 5639 18 5740 18 5841 18 5942 18 6043 18 6144 18 6245 18 6346 18 6447 18 6548 18 6649 18 6750 18 6851 18 6952 18 7053 18 7154 18 7255 18 7357 17 7458 17 7559 17 7661 16 7763 15 7865 14 7968 12 8070 11 8172 10 8274 9 8377 7 8478 7 8582 4 8684 3
353e34b6a9,14 58 114 60 215 60 315 61 415 63 515 66 615 68 715 70 816 70 915 72 1016 73 1117 73 1218 74 1318 75 1419 76 1520 76 1620 77 1721 78 1822 78 1923 78 2023 79 2124 79 2225 79 2326 79 2428 77 2529 77 2630 77 2731 77 2832 76 2933 76 3034 76 3135 76 3236 76 3337 76 3438 76 3538 76 3640 75 3741 75 3842 75 3944 74 4046 73 4147 73 4249 72 4350 72 4452 71 4554 70 4656 68 4757 68 4859 67 4960 67 5061 66 5163 65 5264 64 5365 64 5466 64 5566 64 5667 64 5767 65 5867 65 5966 67 6067 67 6167 67 6268 67 6368 67 6468 68 6569 68 6670 68 6771 68 6872 67 6973 67 7075 66 7176 66 7277 66 7378 66 7479 66 7580 66 7681 66 7782 66 7884 65 7985 65 8086 65 8187 64 8289 63 8390 63 8492 62 8593 61 8696 58 8798 56 8901 53 9003 50 9105 49 9210 43 9315 39 9420 33 9522 32 9625 29 9730 24 9833 7 9844 9
5febd850e1,
afaa14f2a2,5354 3 5455 5 5556 6 5657 8 5758 11 5859 12 5960 13 6061 13 6162 13 6263 13 6364 12 6465 11 6566 9 6667 8 6768 7 6869 6 6970 6 7071 5 7172 5 7273 5 7374 5 7475 6 7576 6 7677 7 7778 7 7879 8 7980 9 8081 10 8182 11 8283 12 8384 13 8485 15 8586 16 8687 17 8788 19 8889 21 8990 22 9091 23 9192 25 9293 26 9394 27 9495 28 9596 29 9697 30 9798 31 9899 32 10000 32 10101 32
00e68bfb1b,
629e31317c,1 10201
0e5add3298,1 9494 9498 98 9601 96 9703 95 9805 94 9907 93 10009 92 10110 92
f3bf3050d0,
3a9c63e8f4,1 2323 2325 100 2427 99 2529 98 2630 98 2731 98 2833 97 2934 97 3036 96 3137 96 3238 96 3339 96 3440 96 3541 96 3641 97 3742 97 3842 98 3943 98 4043 99 4143 1615 5760 99 5863 97 5966 95 6068 94 6171 92 6274 90 6376 89 6479 87 6582 85 6684 84 6787 82 6890 80 6992 79 7095 77 7197 76 7300 74 7403 72 7505 71 7607 70 7710 68 7812 67 7914 66 8017 64 8119 63 8221 62 8323 61 8425 60 8527 59 8629 58 8731 57 8833 56 8934 56 9036 55 9138 54 9239 54 9341 53 9442 53 9544 52 9645 52 9746 52 9847 52 9948 52 10049 52 10150 52
